OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,incidence,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,total_population,B00001m1,housing_units,B00002m1,OBJECTID_2,GEOID_12,house_income,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
529,0,529,2,529,0,15,529,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471
530,0,530,2,530,0,15,530,,,,,,,,,,,,3800,1,3.60E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.36E-05,3782,15000US360470038001,161,-1,74,-1,3782,15000US360470038001,612,73,25,28,7,11,17,20,10,11,56,47,32,36,8,12,9,16,35,32,22,18,56,32,75,40,76,39,28,17,67,50,89,58,94.24777961,706.8583471
531,0,531,1,531,0,15,531,,,,,,,,,,,,5800,2,3.60E+11,Block Group 2,G5030,S,95229,0,40.6183818,-74.0325939,15000US360470058002,0.015986844,1.01E-05,3833,15000US360470058002,118,-1,64,-1,3833,15000US360470058002,765,110,73,46,28,24,38,41,61,54,16,17,8,13,33,38,59,57,32,40,76,60,78,63,98,53,66,41,48,50,25,23,26,27,94.24777961,706.8583471
532,0,532,1,532,0,15,532,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
533,0,533,1,533,0,15,533,,,,,,,,,,,,5800,2,3.60E+11,Block Group 2,G5030,S,95229,0,40.6183818,-74.0325939,15000US360470058002,0.015986844,1.01E-05,3833,15000US360470058002,118,-1,64,-1,3833,15000US360470058002,765,110,73,46,28,24,38,41,61,54,16,17,8,13,33,38,59,57,32,40,76,60,78,63,98,53,66,41,48,50,25,23,26,27,94.24777961,706.8583471
534,0,534,2,534,0,15,534,,,,,,,,,,,,s,3,3.60E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.43E-06,3826,15000US360470054003,102,-1,47,-1,3826,15000US360470054003,516,83,54,46,4,12,24,21,26,32,7,11,20,20,36,32,56,50,8,12,70,50,34,32,49,34,50,43,24,22,44,28,11,19,94.24777961,706.8583471
535,0,535,1,535,0,15,535,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
536,0,536,3,536,0,15,536,,,,,,,,,,,,4600,1,3.60E+11,Block Group 1,G5030,S,289094,0,40.6269928,-74.0363209,15000US360470046001,0.035983144,3.08E-05,3801,15000US360470046001,162,-1,71,-1,3801,15000US360470046001,530,66,10,13,25,23,34,27,22,24,2,10,22,18,23,22,14,14,2,11,36,32,48,31,91,40,42,28,11,11,78,37,70,34,94.24777961,706.8583471
537,0,537,1,537,0,15,537,,,,,,,,,,,,4400,2,3.60E+11,Block Group 2,G5030,S,120490,0,40.6302376,-74.0327057,15000US360470044002,0.014931448,1.28E-05,3795,15000US360470044002,175,-1,82,-1,3795,15000US360470044002,534,66,8,9,18,12,27,26,26,32,6,9,18,12,7,11,36,23,0,11,29,22,66,33,64,31,101,57,10,10,52,23,66,32,94.24777961,706.8583471
538,0,538,1,538,0,15,538,,,,,,,,,,,,3400,3,3.60E+11,Block Group 3,G5030,S,63683,0,40.6360139,-74.0344291,15000US360470034003,0.012593108,6.78E-06,3774,15000US360470034003,64,-1,33,-1,3774,15000US360470034003,436,90,7,12,28,25,14,22,68,71,0,11,14,17,0,11,0,11,0,11,41,32,8,11,83,69,54,47,53,42,45,43,21,33,94.24777961,706.8583471
539,0,539,1,539,0,15,539,,,,,,,,,,,,16200,2,3.60E+11,Block Group 2,G5030,S,150743,0,40.6120605,-74.0326351,15000US360470162002,0.018442403,1.60E-05,4080,15000US360470162002,130,-1,62,-1,4080,15000US360470162002,590,93,82,56,0,11,14,15,9,13,17,20,10,15,13,14,20,31,18,19,18,21,74,61,64,35,93,54,24,22,40,24,94,40,94.24777961,706.8583471
540,0,540,1,540,0,15,540,,,,,,,,,,,,3400,1,3.60E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.71E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471
541,0,541,2,541,0,15,541,,,,,,,,,,,,3800,1,3.60E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.36E-05,3782,15000US360470038001,161,-1,74,-1,3782,15000US360470038001,612,73,25,28,7,11,17,20,10,11,56,47,32,36,8,12,9,16,35,32,22,18,56,32,75,40,76,39,28,17,67,50,89,58,94.24777961,706.8583471
542,2,542,3,542,0,15,542,5/24/13 0:00,12:45,BROOKLYN,11209,40.6220485,-74.0316385,"(40.6220485, -74.0316385)",3 AVENUE,88 STREET, ,2,6000,1,3.60E+11,Block Group 1,G5030,S,59658,0,40.6227647,-74.0308664,15000US360470060001,0.014132672,6.35E-06,3837,15000US360470060001,77,-1,34,-1,3837,15000US360470060001,369,74,42,32,22,31,21,21,15,21,4,12,2,11,14,16,10,13,14,21,32,32,38,34,28,26,33,29,22,23,8,14,63,50,94.24777961,706.8583471
543,0,543,2,543,0,15,543,,,,,,,,,,,,5400,3,3.60E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.43E-06,3826,15000US360470054003,102,-1,47,-1,3826,15000US360470054003,516,83,54,46,4,12,24,21,26,32,7,11,20,20,36,32,56,50,8,12,70,50,34,32,49,34,50,43,24,22,44,28,11,19,94.24777961,706.8583471
544,0,544,2,544,0,15,544,,,,,,,,,,,,3800,1,3.60E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.36E-05,3782,15000US360470038001,161,-1,74,-1,3782,15000US360470038001,612,73,25,28,7,11,17,20,10,11,56,47,32,36,8,12,9,16,35,32,22,18,56,32,75,40,76,39,28,17,67,50,89,58,94.24777961,706.8583471
545,0,545,1,545,0,15,545,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
546,0,546,1,546,0,15,546,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
547,0,547,2,547,0,15,547,,,,,,,,,,,,3800,1,3.60E+11,Block Group 1,G5030,S,127478,0,40.6344225,-74.0357544,15000US360470038001,0.016921891,1.36E-05,3782,15000US360470038001,142,-1,68,-1,3782,15000US360470038001,552,68,8,12,16,16,20,25,41,42,20,21,16,22,3,10,9,16,26,27,32,24,37,26,92,57,76,48,51,32,49,38,55,38,94.24777961,706.8583471
548,0,548,1,548,0,15,548,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
549,0,549,2,549,0,15,549,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,82,-1,38,-1,3773,15000US360470034002,488,92,32,25,18,20,48,47,44,44,10,17,10,14,9,20,16,32,15,22,23,20,24,36,72,54,41,39,43,40,50,42,31,33,94.24777961,706.8583471
550,0,550,3,550,0,15,550,,,,,,,,,,,,3600,2,3.60E+11,Block Group 2,G5030,S,37656,0,40.6344731,-74.0309747,15000US360470036002,0.008455305,4.01E-06,3778,15000US360470036002,156,-1,74,-1,3778,15000US360470036002,674,82,31,29,10,13,29,29,7,11,39,35,34,39,8,13,15,17,23,25,53,34,57,33,76,49,90,49,65,36,66,46,70,52,94.24777961,706.8583471
551,0,551,2,551,0,15,551,,,,,,,,,,,,5400,3,3.60E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.43E-06,3826,15000US360470054003,102,-1,47,-1,3826,15000US360470054003,516,83,54,46,4,12,24,21,26,32,7,11,20,20,36,32,56,50,8,12,70,50,34,32,49,34,50,43,24,22,44,28,11,19,94.24777961,706.8583471
552,0,552,1,552,0,15,552,,,,,,,,,,,,3400,1,3.60E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.71E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471
553,0,553,3,553,0,15,553,,,,,,,,,,,,6400,2,3.60E+11,Block Group 2,G5030,S,60803,0,40.6287896,-74.0293599,15000US360470064002,0.014253937,6.47E-06,3846,15000US360470064002,123,-1,58,-1,3846,15000US360470064002,502,77,13,15,25,24,41,35,22,24,9,13,13,16,25,26,15,17,10,20,41,40,72,48,73,41,38,27,16,16,40,25,48,33,94.24777961,706.8583471
554,0,554,2,554,0,15,554,,,,,,,,,,,,5400,3,3.60E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.43E-06,3826,15000US360470054003,104,-1,56,-1,3826,15000US360470054003,631,98,75,48,18,18,31,32,44,38,13,16,8,13,49,46,53,49,16,26,76,56,54,44,66,39,43,32,43,41,20,20,24,27,94.24777961,706.8583471
555,0,555,1,555,0,15,555,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
556,0,556,1,556,0,15,556,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
557,0,557,2,557,0,15,557,,,,,,,,,,,,6000,1,3.60E+11,Block Group 1,G5030,S,59658,0,40.6227647,-74.0308664,15000US360470060001,0.014132672,6.35E-06,3837,15000US360470060001,62,-1,30,-1,3837,15000US360470060001,297,72,21,20,14,22,25,24,22,26,0,11,4,12,8,13,10,13,6,12,33,30,47,36,14,15,30,30,4,13,11,16,48,41,94.24777961,706.8583471
558,0,558,1,558,0,15,558,,,,,,,,,,,,3600,3,3.60E+11,Block Group 3,G5030,S,38002,0,40.6331046,-74.0315342,15000US360470036003,0.008480899,4.05E-06,3779,15000US360470036003,102,-1,47,-1,3779,15000US360470036003,556,100,40,45,9,14,8,13,6,10,70,63,48,45,9,14,0,11,19,21,23,19,45,22,48,35,53,30,8,13,81,66,89,71,94.24777961,706.8583471
559,0,559,1,559,0,15,559,,,,,,,,,,,,3400,1,3.60E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.71E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471
560,0,560,2,560,0,15,560,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,82,-1,38,-1,3773,15000US360470034002,488,92,32,25,18,20,48,47,44,44,10,17,10,14,9,20,16,32,15,22,23,20,24,36,72,54,41,39,43,40,50,42,31,33,94.24777961,706.8583471
561,0,561,1,561,1,15,561,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
562,0,562,2,562,0,15,562,,,,,,,,,,,,6000,1,3.60E+11,Block Group 1,G5030,S,59658,0,40.6227647,-74.0308664,15000US360470060001,0.014132672,6.35E-06,3837,15000US360470060001,85,-1,38,-1,3837,15000US360470060001,398,74,51,36,34,41,18,18,2,10,6,12,4,12,18,18,11,14,22,26,48,42,22,26,32,30,32,28,34,28,2,10,65,48,94.24777961,706.8583471
563,0,563,1,563,0,15,563,,,,,,,,,,,,3400,3,3.60E+11,Block Group 3,G5030,S,63683,0,40.6360139,-74.0344291,15000US360470034003,0.012593108,6.78E-06,3774,15000US360470034003,64,-1,33,-1,3774,15000US360470034003,436,90,7,12,28,25,14,22,68,71,0,11,14,17,0,11,0,11,0,11,41,32,8,11,83,69,54,47,53,42,45,43,21,33,94.24777961,706.8583471
564,0,564,1,564,0,15,564,,,,,,,,,,,,3400,1,3.60E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.71E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471
565,0,565,3,565,0,15,565,,,,,,,,,,,,3600,2,3.60E+11,Block Group 2,G5030,S,37656,0,40.6344731,-74.0309747,15000US360470036002,0.008455305,4.01E-06,3778,15000US360470036002,144,-1,69,-1,3778,15000US360470036002,634,78,20,18,16,17,31,32,27,31,16,18,23,30,5,12,15,17,17,22,59,39,45,29,87,60,90,54,80,46,54,38,48,39,94.24777961,706.8583471
566,0,566,1,566,0,15,566,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,101,-1,44,-1,3773,15000US360470034002,539,94,57,38,9,14,81,72,19,18,21,23,6,11,18,28,33,52,30,32,5,9,40,60,62,38,28,31,33,38,56,42,41,33,94.24777961,706.8583471
567,0,567,1,567,0,15,567,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
568,0,568,1,568,0,15,568,,,,,,,,,,,,3600,3,3.60E+11,Block Group 3,G5030,S,38002,0,40.6331046,-74.0315342,15000US360470036003,0.008480899,4.05E-06,3779,15000US360470036003,102,-1,47,-1,3779,15000US360470036003,556,100,40,45,9,14,8,13,6,10,70,63,48,45,9,14,0,11,19,21,23,19,45,22,48,35,53,30,8,13,81,66,89,71,94.24777961,706.8583471
569,0,569,1,569,0,15,569,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
570,0,570,2,570,0,15,570,,,,,,,,,,,,6400,2,3.60E+11,Block Group 2,G5030,S,60803,0,40.6287896,-74.0293599,15000US360470064002,0.014253937,6.47E-06,3846,15000US360470064002,131,-1,60,-1,3846,15000US360470064002,480,73,10,12,13,12,28,29,20,24,14,14,9,12,16,18,23,20,15,24,34,36,78,50,61,35,53,34,22,19,30,18,55,34,94.24777961,706.8583471
571,1,571,4,571,0,15,571,6/17/13 0:00,19:05,BROOKLYN,11209,40.616518,-74.0304832,"(40.616518, -74.0304832)",5 AVENUE,94 STREET, ,1,5400,3,3.60E+11,Block Group 3,G5030,S,41602,0,40.6166,-74.0323044,15000US360470054003,0.008952103,4.43E-06,3826,15000US360470054003,104,-1,48,-1,3826,15000US360470054003,552,92,45,37,9,15,37,33,37,36,16,18,14,17,26,28,51,47,15,20,56,44,47,44,63,40,53,44,26,27,34,28,21,27,94.24777961,706.8583471
572,0,572,1,572,0,15,572,,,,,,,,,,,,3600,3,3.60E+11,Block Group 3,G5030,S,38002,0,40.6331046,-74.0315342,15000US360470036003,0.008480899,4.05E-06,3779,15000US360470036003,102,-1,47,-1,3779,15000US360470036003,556,100,40,45,9,14,8,13,6,10,70,63,48,45,9,14,0,11,19,21,23,19,45,22,48,35,53,30,8,13,81,66,89,71,94.24777961,706.8583471
573,0,573,1,573,0,15,573,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
574,0,574,1,574,2,15,574,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
575,1,575,2,575,0,15,575,12/19/12 0:00,18:53,BROOKLYN,11209,40.6234622,-74.0310592,"(40.6234622, -74.0310592)",3 AVENUE,86 STREET, ,1,6000,1,3.60E+11,Block Group 1,G5030,S,59658,0,40.6227647,-74.0308664,15000US360470060001,0.014132672,6.35E-06,3837,15000US360470060001,82,-1,38,-1,3837,15000US360470060001,416,82,34,35,38,38,12,16,10,13,12,20,42,36,14,17,52,44,18,26,54,43,34,29,24,22,24,26,7,12,14,25,25,20,94.24777961,706.8583471
576,0,576,1,576,0,15,576,,,,,,,,,,,,16200,1,3.60E+11,Block Group 1,G5030,S,87131,0,40.6152304,-74.0292218,15000US360470162001,0.014603514,9.27E-06,4079,15000US360470162001,113,-1,47,-1,4079,15000US360470162001,535,80,30,41,0,11,23,19,26,40,4,7,31,28,6,10,65,60,17,13,65,48,39,39,65,44,80,63,11,13,73,40,0,11,94.24777961,706.8583471
577,0,577,2,577,0,15,577,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,82,-1,38,-1,3773,15000US360470034002,488,92,32,25,18,20,48,47,44,44,10,17,10,14,9,20,16,32,15,22,23,20,24,36,72,54,41,39,43,40,50,42,31,33,94.24777961,706.8583471
578,0,578,2,578,0,15,578,,,,,,,,,,,,16200,1,3.60E+11,Block Group 1,G5030,S,87131,0,40.6152304,-74.0292218,15000US360470162001,0.014603514,9.27E-06,4079,15000US360470162001,122,-1,54,-1,4079,15000US360470162001,562,86,56,48,0,11,18,17,18,26,10,14,20,22,10,12,42,46,18,16,42,34,56,50,64,40,86,58,18,18,56,32,47,26,94.24777961,706.8583471
579,0,579,1,579,0,15,579,,,,,,,,,,,,5800,2,3.60E+11,Block Group 2,G5030,S,95229,0,40.6183818,-74.0325939,15000US360470058002,0.015986844,1.01E-05,3833,15000US360470058002,118,-1,64,-1,3833,15000US360470058002,765,110,73,46,28,24,38,41,61,54,16,17,8,13,33,38,59,57,32,40,76,60,78,63,98,53,66,41,48,50,25,23,26,27,94.24777961,706.8583471
580,0,580,1,580,0,15,580,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,101,-1,44,-1,3773,15000US360470034002,539,94,57,38,9,14,81,72,19,18,21,23,6,11,18,28,33,52,30,32,5,9,40,60,62,38,28,31,33,38,56,42,41,33,94.24777961,706.8583471
581,0,581,1,581,0,15,581,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,93,-1,30,-1,4085,15000US360470164001,189,48,0,11,0,11,0,11,17,26,0,11,6,8,0,11,13,13,5,9,7,9,25,20,43,34,34,27,6,9,21,16,12,12,94.24777961,706.8583471
582,0,582,2,582,0,15,582,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471
583,0,583,3,583,0,15,583,,,,,,,,,,,,3600,2,3.60E+11,Block Group 2,G5030,S,37656,0,40.6344731,-74.0309747,15000US360470036002,0.008455305,4.01E-06,3778,15000US360470036002,107,-1,50,-1,3778,15000US360470036002,562,92,33,28,20,20,32,35,31,41,5,12,25,27,9,15,12,14,0,11,75,54,28,22,61,52,69,47,81,49,44,34,35,40,94.24777961,706.8583471
584,0,584,1,584,0,15,584,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,101,-1,44,-1,3773,15000US360470034002,539,94,57,38,9,14,81,72,19,18,21,23,6,11,18,28,33,52,30,32,5,9,40,60,62,38,28,31,33,38,56,42,41,33,94.24777961,706.8583471
585,0,585,2,585,0,15,585,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471
586,0,586,1,586,0,15,586,,,,,,,,,,,,3600,3,3.60E+11,Block Group 3,G5030,S,38002,0,40.6331046,-74.0315342,15000US360470036003,0.008480899,4.05E-06,3779,15000US360470036003,102,-1,47,-1,3779,15000US360470036003,556,100,40,45,9,14,8,13,6,10,70,63,48,45,9,14,0,11,19,21,23,19,45,22,48,35,53,30,8,13,81,66,89,71,94.24777961,706.8583471
587,0,587,2,587,0,15,587,,,,,,,,,,,,16400,1,3.60E+11,Block Group 1,G5030,S,797333,0,40.6081112,-74.0277291,15000US360470164001,0.054419351,8.48E-05,4085,15000US360470164001,112,-1,46,-1,4085,15000US360470164001,390,70,41,34,0,11,7,13,13,20,8,16,8,12,6,12,16,22,12,14,12,15,50,40,54,34,64,40,15,16,30,20,53,26,94.24777961,706.8583471
588,0,588,1,588,0,15,588,,,,,,,,,,,,3400,1,3.60E+11,Block Group 1,G5030,S,348106,0,40.6404176,-74.0334392,15000US360470034001,0.032384356,3.71E-05,3772,15000US360470034001,66,-1,33,-1,3772,15000US360470034001,385,84,17,19,23,37,0,11,8,12,46,46,0,11,17,19,26,28,11,17,20,23,15,24,81,55,49,40,48,29,0,11,24,28,94.24777961,706.8583471
589,0,589,2,589,0,15,589,,,,,,,,,,,,16200,1,3.60E+11,Block Group 1,G5030,S,87131,0,40.6152304,-74.0292218,15000US360470162001,0.014603514,9.27E-06,4079,15000US360470162001,122,-1,54,-1,4079,15000US360470162001,562,86,56,48,0,11,18,17,18,26,10,14,20,22,10,12,42,46,18,16,42,34,56,50,64,40,86,58,18,18,56,32,47,26,94.24777961,706.8583471
590,0,590,2,590,0,15,590,,,,,,,,,,,,16200,1,3.60E+11,Block Group 1,G5030,S,87131,0,40.6152304,-74.0292218,15000US360470162001,0.014603514,9.27E-06,4079,15000US360470162001,122,-1,54,-1,4079,15000US360470162001,562,86,56,48,0,11,18,17,18,26,10,14,20,22,10,12,42,46,18,16,42,34,56,50,64,40,86,58,18,18,56,32,47,26,94.24777961,706.8583471
591,0,591,1,591,0,15,591,,,,,,,,,,,,16200,1,3.60E+11,Block Group 1,G5030,S,87131,0,40.6152304,-74.0292218,15000US360470162001,0.014603514,9.27E-06,4079,15000US360470162001,113,-1,47,-1,4079,15000US360470162001,535,80,30,41,0,11,23,19,26,40,4,7,31,28,6,10,65,60,17,13,65,48,39,39,65,44,80,63,11,13,73,40,0,11,94.24777961,706.8583471
592,0,592,2,592,0,15,592,,,,,,,,,,,,3400,2,3.60E+11,Block Group 2,G5030,S,65610,0,40.6373893,-74.0338086,15000US360470034002,0.012365801,6.98E-06,3773,15000US360470034002,84,-1,38,-1,3773,15000US360470034002,462,89,37,28,16,26,40,42,14,15,34,34,3,11,18,24,30,40,20,24,12,16,28,42,72,46,38,36,40,34,28,26,32,30,94.24777961,706.8583471
593,1,593,3,593,0,15,593,8/7/17 0:00,20:04,BROOKLYN,11209,40.629932,-74.031364,"(40.629932, -74.031364)",RIDGE BOULEVARD,78 STREET, ,1,6400,1,3.60E+11,Block Group 1,G5030,S,81319,0,40.6300198,-74.0283605,15000US360470064001,0.014261671,8.66E-06,3845,15000US360470064001,106,-1,51,-1,3845,15000US360470064001,453,82,23,18,19,22,18,23,14,20,25,32,9,12,15,18,15,17,10,20,31,34,77,53,56,36,45,33,26,22,25,18,45,33,94.24777961,706.8583471
